module,NYU1019-N,NYU1019-T,NYU1027-N,NYU1027-T,NYU1037-N,NYU1037-T,NYU1057-N,NYU1057-T,NYU1079-N,NYU1079-T,NYU1124-N,NYU1124-T,NYU113-N,NYU113-T,NYU1141-N,NYU1141-T,NYU1196-N,NYU1196-T,NYU1205-N,NYU1205-T,NYU1206-N,NYU1206-T,NYU1210-N,NYU1210-T,NYU1213-N,NYU1213-T,NYU1222-N,NYU1222-T,NYU1261-N,NYU1261-T,NYU1280-N,NYU1280-T,NYU1284-N,NYU1284-T,NYU1319-N,NYU1319-T,NYU1321-N,NYU1321-T,NYU1334-N,NYU1334-T,NYU1351-N,NYU1351-T,NYU1355-N,NYU1355-T,NYU1364-Intra-OPB-T,NYU1364-N,NYU1368-N,NYU1368-T,NYU1416-N,NYU1416-T,NYU1417-N,NYU1417-T,NYU1428-N,NYU1428-T,NYU1433-N,NYU1433-T,NYU1435-N,NYU1435-T,NYU1443-N,NYU1443-T,NYU1445-N,NYU1445-T,NYU1448-N,NYU1448-T,NYU1487-N,NYU1487-T,NYU1502-N,NYU1502-T,NYU1512-N,NYU1512-T,NYU1551-N,NYU1551-T,NYU1555-N,NYU1555-T,NYU1562-N,NYU1562-T,NYU1595-N,NYU1595-T,NYU1597-N,NYU1597-T,NYU1603-N,NYU1603-T,NYU1609-N,NYU1609-T,NYU1630-N,NYU1630-T,NYU1636-N,NYU1636-T,NYU1678-N,NYU1678-T,NYU1682-N,NYU1682-T,NYU1707-N,NYU1707-T,NYU1738-N,NYU1738-T,NYU1749-N,NYU1749-T,NYU175-N,NYU175-T,NYU1767-N,NYU1767-T,NYU1769-N,NYU1769-T,NYU178-N,NYU178-T,NYU1787-N,NYU1787-T,NYU1795-N,NYU1795-T,NYU1808-N,NYU1808-T,NYU1837-N,NYU1837-T,NYU1845-N,NYU1845-T,NYU1854-N,NYU1854-T,NYU1871-N,NYU1871-T,NYU1873-N,NYU1873-T,NYU1883-N,NYU1883-T,NYU1884-N,NYU1884-T,NYU1891-N,NYU1891-T,NYU1897-N,NYU1897-T,NYU1898-N,NYU1898-T,NYU1900-N,NYU1900-T,NYU1906-N,NYU1906-T,NYU1923-N,NYU1923-T,NYU1932-N,NYU1932A-T,NYU1940-N,NYU1940A-T,NYU1949-CH-N,NYU1949-CH-T,NYU1951-N,NYU1951-T,NYU1953-N,NYU1953-T,NYU1967-N,NYU1967A-T,NYU1970-N,NYU1970A-T,NYU1982-N,NYU1982A-T,NYU1986-N,NYU1986A-T,NYU1997-N,NYU1997A-T,NYU1999-N,NYU1999-T,NYU2002-N,NYU2002-T,NYU2005-N,NYU2005A-T,NYU20S-N,NYU20S-T,NYU252-N,NYU252-T,NYU268-N,NYU268-T,NYU278-N,NYU278-T,NYU279-N,NYU279-T,NYU294-N,NYU294-T,NYU300-2-T,NYU300-N,NYU307-N,NYU307-T,NYU318-N,NYU318-T,NYU32-N,NYU32-T,NYU330-N,NYU330-T,NYU346-N,NYU346-T,NYU359-N,NYU359-T,NYU373-N,NYU373-T,NYU454-N,NYU454-T,NYU457-N,NYU457-T,NYU50-N,NYU50-T,NYU502-N,NYU502-T,NYU539-N,NYU539-T,NYU565-N,NYU565-T,NYU608-N,NYU608-T,NYU62-N,NYU62-T,NYU669-N,NYU669-T,NYU675-N,NYU675-T,NYU689-N,NYU689-T,NYU704-N,NYU704-T,NYU706-N,NYU706-T,NYU713-N,NYU713-T,NYU741-N,NYU741-T,NYU779-N,NYU779-T,NYU780-N,NYU780-T,NYU784-N,NYU784-T,NYU822-N,NYU822-T,NYU831-N,NYU831-T,NYU848-N,NYU848-T,NYU867-N,NYU867-T,NYU875-N,NYU875-T,NYU947-N,NYU947-T,NYU955-N,NYU955-T,NYU965-N,NYU965-T,NYU994-N,NYU994-T
01,0.14446,0.40908,0.01307,-1.03379,0.17227,-0.07872,0.00192,-0.15177,0.20052,0.77312,0.1982,-0.03,-0.07747,0.48809,0.44559,0.57339,-0.15258,-0.58843,-1.02485,-0.17501,-0.07454,-0.35242,0.11606,0.3859,-0.08136,-0.38904,0.38117,0.11553,0.03512,0.187,0.59453,0.21318,0.43237,0.17952,-0.05193,-0.20141,0.68743,0.43507,-0.22099,-0.56369,-0.10571,-0.35255,-0.1848,-0.27884,-0.37318,-0.542,-0.34439,-0.02162,-0.3002,-0.15279,-0.11359,-0.52381,-0.03339,0.15543,-0.1245,0.35508,-0.09825,-0.46889,-0.00209,-0.4182,0.78983,-0.48897,-0.02145,0.05508,0.29653,-0.30132,-0.44814,-0.50098,-0.45197,-0.17415,-0.1644,-0.0236,-0.39351,-0.55224,-0.29584,-0.16964,-0.2117,0.37028,0.17965,0.15858,0.07157,-0.29016,0.15521,0.07415,0.27597,-0.3291,-0.13374,-0.38932,-0.34405,-0.313,-0.17399,-0.3275,-0.24301,0.24702,0.13282,-0.02191,0.06863,-0.20688,0.17573,-0.0871,-0.45015,-0.62652,-0.41244,-0.27921,-0.09786,0.25152,-0.10395,0.33997,-0.3049,0.1889,-0.61298,-0.18423,-0.476,0.15279,-0.32476,-0.16642,-0.08683,0.81617,0.13858,0.22554,0.19223,-0.68094,-0.17301,0.24148,0.00331,-0.19094,-0.48722,-0.17901,-0.31706,-0.28322,-0.3053,-0.34051,-0.08636,-0.11301,-0.18125,-0.34822,-0.28628,0.04549,-0.01842,-0.56334,-0.18003,0.12568,0.61976,0.18763,-0.03301,-0.15214,0.58092,-0.24418,-0.53478,-0.09066,0.82729,-0.08182,-0.20352,0.12973,0.49979,-0.18046,-0.59172,-0.48109,-0.17439,0.02539,0.02307,0.1541,0.46169,0.68651,0.25551,-0.27391,0.38404,0.27173,0.15671,-0.20073,0.30947,-0.2917,0.30484,-0.3598,-0.08549,-0.35081,-0.38508,-0.31885,-0.19322,-0.08925,-0.17863,-0.1166,0.43688,-0.54438,-0.11553,0.30297,-0.15494,0.47039,0.10827,-0.02523,-0.25574,0.05923,1.25,-0.13812,-0.05384,0.44746,0.02734,-0.483,0.08215,-0.17488,0.94678,0.10251,0.08207,-0.19076,0.8054,0.0045,0.11353,0.33353,0.93588,0.34091,0.31868,0.11196,0.26984,0.15753,0.10335,0.485,0.27992,-0.25902,0.20057,0.08579,0.33464,-0.29805,0.27874,0.40085,0.24147,0.7482,0.25837,0.81806,0.12389,0.19287,0.11819,0.6017,-0.05901,0.34616,0.01354,-0.12316,0.28898,-0.32666,0.47553,0.10834,0.35785,0.33644,0.30801,0.10108,0.25746,-0.49775
02,-0.10521,-1.37093,0.54114,-0.16597,0.20097,-0.36355,0.38384,0.60308,0.44432,-0.9011,0.20868,0.17776,0.04159,0.35626,0.43117,-0.50732,-0.49286,-0.31381,0.18731,-0.21221,0.76808,-0.40844,-0.37839,-0.51585,0.1614,-0.04228,0.20206,-0.33627,0.47126,-0.1216,-0.02509,-0.12489,-0.36667,0.21935,0.95539,0.02618,0.52246,-0.42987,0.55176,0.39771,0.67345,-0.28267,0.77774,0.04143,-0.75886,-0.00876,1.03833,-0.32721,0.10611,0.66804,0.54349,-0.15262,0.56405,0.22056,1.03158,-0.511,0.65251,-0.25683,0.49525,0.34674,0.00932,-0.00343,0.41227,0.78418,-0.02024,-0.86887,-0.89416,-0.24164,0.30064,-0.506,0.61386,-0.21199,-0.2019,0.22594,0.89074,0.66818,0.61076,-1.36392,0.33944,-0.76364,0.81534,0.03407,0.19143,-0.48102,0.65808,-0.80793,0.68575,-0.7843,0.38656,0.24666,0.37929,-0.96622,0.29917,-0.76423,0.42793,-0.47118,0.85972,0.3192,-0.20543,0.57301,-0.41572,-0.41642,0.79544,-0.00359,0.79184,0.11514,0.28788,-1.16546,-0.99496,-1.7221,0.43898,-0.28791,-0.05662,-0.77578,0.5255,-0.0948,0.50341,-0.38774,0.37486,-0.04175,-0.07227,-0.56332,0.57736,0.12927,0.07067,-0.42179,0.31691,-0.15051,0.46256,0.02313,0.35616,-0.17344,-0.24687,0.21191,-0.36328,-0.4097,0.82163,-0.08566,0.32044,-0.33382,0.86031,-0.48514,0.14338,0.13978,0.3148,0.67069,-0.16506,-0.45964,0.35682,0.84876,0.13653,0.08278,0.28246,-0.50811,0.40935,-0.34768,0.2771,-0.14028,-0.27254,0.38191,0.42104,-0.99523,0.16513,-0.10725,0.37835,-0.06276,-0.02327,-0.67966,0.19462,-0.47106,1.04093,0.4629,0.23833,-0.02957,0.29716,-1.03523,-0.58328,0.38348,-0.57035,-0.28314,0.62333,0.33805,0.00238,-1.43294,-0.43289,-0.61105,-0.07861,0.55251,-0.43684,-0.11523,-0.02243,0.05591,-0.48801,-0.25102,0.20671,0.0865,-0.22808,-0.00391,0.24971,-0.87333,-0.21471,-0.20997,0.36684,-0.22326,-0.24631,-0.39647,-0.5593,-0.39238,-0.71436,-0.18593,0.06915,-0.31624,0.84051,-1.55409,0.3679,-0.6652,0.2124,0.38941,0.45425,-0.35327,0.08697,0.19231,0.14204,-0.42139,0.49393,0.09953,0.57989,-0.76651,0.47383,-0.1793,-0.25898,-0.17888,0.12416,-1.12107,0.46426,-0.92692,0.73789,-0.64965,0.29219,-0.22032,0.43531,0.10843,0.4036,0.79358,-0.83427,0.40647
03,-0.17594,-0.00236,-0.18085,-0.4193,0.37899,-0.17559,-0.1049,0.2775,-0.22227,0.72323,-0.06427,0.11934,-0.72598,-0.19062,0.14014,0.43067,-0.62145,0.70316,-0.72066,-0.15461,0.14654,-0.13644,-0.59376,0.01341,-0.22104,0.52582,0.03403,0.10053,-0.33651,-0.19211,-0.16189,0.82193,-0.45012,-1.7e-4,-0.0259,-0.00411,-0.29246,-0.31677,-0.07313,-0.02269,-0.12339,0.11767,0.20809,0.01394,-0.14434,-0.09899,-0.07779,-0.0521,0.05494,0.82605,-0.01331,0.73028,-0.1461,0.16291,0.12252,-0.05072,0.02595,0.00786,0.05345,0.16515,0.5973,0.02592,-0.03775,0.60533,0.43033,-0.47506,-0.95392,0.75584,-0.45835,-0.36141,0.04384,0.17855,-0.54583,0.57866,0.08802,0.18775,-0.12816,-0.17888,-0.1579,-0.00234,-0.14527,-0.11273,-0.15388,0.4582,-0.08958,-0.07035,0.03655,0.009,-0.37942,0.11043,-0.2575,-0.23689,-0.37859,-0.2617,-0.13754,0.06099,-0.0458,-0.21184,-0.27469,0.00955,-0.25405,0.39953,-0.3683,-0.17519,0.02921,-0.19751,-0.43096,-0.00523,-0.68012,-0.06843,-0.31939,0.24067,-0.64968,-0.24299,-0.18162,-0.02939,-0.43801,0.44454,-0.36832,0.58028,-0.20813,0.26957,-0.06262,0.4638,-0.55936,0.08755,-0.4285,0.1165,-0.55272,-0.3663,0.0985,0.36857,-0.15958,0.04023,-0.58918,0.48938,-0.16799,0.15642,-0.15081,0.79296,-0.11362,-0.43391,0.66674,0.44375,-0.27069,0.08458,0.7644,0.19175,-0.19589,0.07873,0.56363,-0.30193,-0.32445,-0.29572,0.65764,-0.01233,-0.21913,0.14068,-0.17897,0.33452,-0.1467,-0.42377,0.74415,0.41348,0.41618,1.17873,-0.09876,0.10653,-0.10304,0.02522,0.07841,0.68565,0.02154,0.21054,-0.09403,-0.19639,-0.13998,-0.14209,-0.2534,0.03179,-0.35512,-0.02111,-0.01602,-0.25707,0.0363,0.24049,-0.66816,0.81469,-0.33349,5e-5,-0.02266,0.75493,0.86961,0.2367,-0.33891,0.21501,-0.56437,0.06329,-0.20115,-0.0458,0.60275,0.10932,-0.44277,0.18627,-0.3416,0.01128,-0.27988,0.42569,1.04679,0.43509,-0.11824,-0.00833,0.09429,-0.3563,-0.09762,-0.02853,-0.07084,0.14961,-0.09188,0.29363,-0.1484,0.4061,-0.27567,-0.0967,-0.10004,0.36454,-0.01759,-0.05918,0.06254,0.53579,-0.22152,0.3953,-0.57168,-0.16547,-0.06871,-0.24114,-0.06032,-0.1226,-0.33038,0.19875,-0.17601,0.02164,-0.15041,0.32239,-0.71952,0.74293
04,-0.25204,-0.22163,-0.11824,-1.61975,-0.05186,-0.10312,-0.23578,0.25427,-0.40908,1.83107,-0.26729,0.00421,-1.28681,-0.85759,-0.08134,-0.16781,-0.65113,0.80192,-1.35353,0.52017,0.09465,0.15135,-0.83655,0.25872,-0.54735,0.65808,-0.09012,0.47064,-0.48246,-0.1048,-0.80041,0.53906,-0.66257,0.05706,-0.46006,0.12036,-0.85725,0.03445,0.31376,-0.61348,0.03821,0.51568,0.28834,0.38228,0.56366,0.40195,-0.27096,-0.18031,0.04982,0.2359,-0.00535,1.01471,0.08161,0.17031,0.01811,0.05949,0.06443,0.12935,0.04479,0.13579,1.37003,0.77836,-0.26107,0.07728,1.33367,-0.56938,-0.77096,0.76373,-0.72892,-0.29641,0.05175,0.25196,-0.41154,0.72366,0.05131,0.2396,-0.11832,-0.80866,-0.22438,0.48062,-0.38703,-0.89352,-0.14195,0.30563,-0.18834,0.67799,0.11754,0.66425,-0.4096,0.58278,-0.32465,-0.06026,-0.19672,-0.04141,-0.24557,0.20724,-0.07506,-0.15527,-0.68031,-0.19182,-0.26844,0.62022,-0.22301,0.19719,-0.04987,-0.83857,-0.67932,-0.20077,-0.7899,0.48715,-0.37781,0.29797,-0.71448,0.2571,-0.1352,0.0785,-0.40888,-0.4467,-0.5856,0.43681,-0.24739,0.38873,-0.05985,0.25346,-0.88392,0.77329,-0.22287,0.13357,-0.95862,0.10867,0.20332,0.91141,-0.60386,-0.20064,-0.51446,0.5454,-0.10712,0.1843,-0.5076,0.9823,-0.12879,-0.35597,1.58304,0.4627,-0.16339,0.20641,1.53912,0.76063,-0.08928,-0.33317,1.21902,-0.72439,-0.02358,0.1829,1.01125,0.682,-0.05352,0.47153,0.23135,0.21885,-0.20857,0.09706,1.47023,-0.44464,-0.2912,0.99912,-0.55088,0.08359,-0.25447,0.42292,-0.34726,0.18492,-0.20644,0.33296,-0.31551,0.97316,0.434,-0.33,0.41352,0.68051,-0.51113,-0.00152,-0.32248,0.64902,-0.06469,0.2186,-0.53309,1.13486,-1.02188,-0.4264,0.2303,0.51533,1.33024,-0.57425,-0.71474,-0.10502,-1.08528,-0.2988,-0.60366,0.73693,1.31458,-0.03507,-0.76163,0.80708,-1.14884,0.60985,-0.14148,-0.32912,1.63741,-0.29379,-0.19373,0.47282,-0.28698,0.10926,-0.15304,0.04092,-0.24849,0.51952,-0.12494,0.50933,-0.32674,0.13117,-0.44982,-0.26139,-0.14708,-0.35692,-0.13518,-0.1462,0.15417,0.07718,-0.57757,-0.08993,-0.48306,0.5073,-0.22092,0.48739,-0.29661,0.54856,-0.88714,-0.01616,-0.3356,-0.34739,-0.46776,-0.06437,-1.22458,0.18659
05,0.42709,-0.46656,0.33796,-1.23383,0.07764,-0.64144,0.33162,-0.18841,0.42938,1.29788,0.41125,-0.19684,-0.27429,0.20521,0.63646,-0.21673,0.04299,-0.63373,-0.34798,-0.19703,0.51736,-0.33411,0.1833,-0.25254,0.5451,-0.64655,0.58767,-0.26566,0.37393,0.44847,0.37894,-0.31758,0.13313,0.43206,0.21072,-0.73221,0.47049,-0.06295,0.42779,-0.5251,0.38903,-0.8336,0.31711,-0.49242,-0.57421,-0.07946,0.10405,-0.62905,-0.1352,-0.35735,0.07796,-0.47064,0.55206,-0.1553,0.06296,-0.2426,0.4235,-1.00536,0.36748,-0.3777,1.64446,-0.27609,0.22294,0.08723,1.08981,-1.07685,0.15354,-0.70604,0.22356,-1.00329,0.34073,-0.60562,0.22624,-0.76395,0.37683,0.24495,0.73481,-0.5114,0.303,-0.46322,0.43704,-0.12001,0.51111,-0.4999,0.52669,-0.71878,0.32177,-0.84076,-6.2e-4,-0.37184,0.49806,-0.77152,0.14107,-0.36934,0.58856,-0.83658,0.39902,-0.36081,0.09645,0.32257,-0.16154,-0.70841,0.08749,-0.3723,0.10724,-0.81693,0.60044,-0.43466,-0.16057,-0.82032,-0.21095,-0.70478,0.09068,-0.3165,0.18195,-0.04013,0.25178,-0.00498,0.57526,-0.22627,0.3624,-0.89422,0.1397,0.03408,-0.30979,-0.57476,0.25447,-0.51519,0.19079,-0.53324,0.23386,-0.53508,0.30001,-0.45844,0.52307,-0.72748,0.3297,-0.53693,0.21363,-0.53196,0.3249,-0.38106,1.52074,-0.05262,0.21461,0.44548,1.21913,-0.71016,0.05407,0.05919,1.61104,-0.57447,0.4475,-0.39018,1.16065,-0.56542,0.0225,-0.73457,0.29035,-0.36861,0.52465,-0.69597,1.19704,-0.22187,0.53974,-0.43459,0.26972,-0.59049,0.10434,-0.3148,0.48545,-0.36332,0.36231,-0.64871,0.26021,-0.85941,-0.98013,0.5561,0.11595,-0.29155,-0.0556,0.15649,0.38275,-0.98684,0.09053,-0.39087,-0.10285,1.27094,0.06163,-0.05199,0.26844,-0.01722,2.04233,-0.65047,0.11873,-0.10349,0.20787,-0.10028,-0.04096,-0.63449,1.72889,-0.22512,0.17883,-0.43032,0.5451,-0.44163,0.34912,-0.44593,1.13111,0.20254,0.69876,-0.38082,0.32673,-0.83523,0.41905,-0.38861,0.14132,0.16822,0.51426,-0.13269,0.27036,-0.41695,0.56211,-0.30862,0.32528,0.09606,0.50027,-0.13804,0.49116,-0.26065,0.50404,0.07355,0.3205,-0.25278,0.4722,-0.59017,0.55699,-0.76274,0.23458,-0.63325,0.48601,0.35282,0.40387,-0.24328,0.07157,-0.69997
06,0.45633,0.65415,-0.37431,-0.88406,-0.03312,-0.79095,-0.21098,-0.36586,-0.09849,2.606,-0.1335,-0.42678,-0.50868,0.24742,0.38206,0.62331,0.05806,-0.22573,-0.45707,-0.29238,-0.13295,-0.17675,0.46541,0.19626,0.52232,-0.24614,0.25317,0.10117,-0.27407,0.26785,0.04377,0.1817,-0.22562,0.25532,-0.25967,-0.69511,-0.21479,0.22402,-0.13181,-0.73186,-0.26589,-0.67572,-0.32885,-0.52331,-0.35734,-0.51191,-0.62288,-0.30171,-0.44504,-0.40752,-0.47761,-0.20678,-0.01294,-0.30401,-0.68212,0.04979,-0.15746,-0.80122,0.08277,-0.25349,2.18788,-0.33402,-0.14951,-0.06844,1.34353,-0.16029,0.02881,-0.2592,0.07761,-0.81021,-0.2427,-0.53467,0.25981,-0.5219,-0.26356,-0.33749,0.06826,0.61332,-0.04978,-0.17071,0.02395,0.51276,0.14958,0.32931,0.08953,-0.27614,-0.23839,-0.43526,-0.65047,-0.50497,0.05994,-0.09407,-0.34569,0.1929,0.08409,-0.4869,-0.44774,-0.54085,0.21451,0.08152,-0.00416,-0.54925,-0.8058,-0.32741,-0.30953,-0.8485,0.50799,0.34981,0.25153,0.05731,-0.88095,-0.42461,-0.07348,0.32936,-0.47078,0.14655,-0.51738,0.98633,0.23492,0.1481,0.45679,-0.59879,-0.4031,0.18623,-0.73048,-0.31435,-0.37666,-0.23404,-0.26168,-0.7675,-0.22174,-0.27634,0.14666,-0.71274,0.51454,-0.29547,-0.42906,-0.41674,-0.20243,-0.18357,-0.48495,-0.07997,1.96246,0.043,-0.42333,-0.18968,1.95034,-0.38509,-0.3589,-0.35082,2.10906,-0.81037,-0.07786,-0.3734,1.28947,-0.40872000000000003,-0.64577,-0.55028,0.34725,-0.39455,0.16486,-0.37573,1.51008,0.29143,0.59782,-0.08793,0.43634,0.04191,-0.02431,-0.30613,-0.00501,-0.23791,0.28339,-0.51332,0.43068,-0.41461,-0.5538,0.37,-0.0255,-0.19097,-0.58585,-0.0456,0.59661,-0.55656,0.39075,0.26509,-0.47101,1.60548,0.05377,1.9e-4,-0.00255,0.43806,3.22017,0.1404,-0.27514,0.27249,0.14097,0.03586,-0.07052,-0.11458,2.75428,0.17645,-0.43833,-0.22869,0.43594,-0.19073,0.61881,0.13137,2.57877,0.70568,0.56316,-0.02232,-0.34585,-0.14832,0.05351,0.17512,0.21088,-0.25414,-0.09234,0.34274,-0.01778,-0.3924,0.67637,-0.17044,-0.22055,0.46889,0.11565,0.63815,-0.00297,0.11624,0.66124,0.6921,-0.14864,0.58831,-0.10074,-0.20823,-0.17462,-0.43093,-0.44647,-0.29898,0.02449,0.58657,-0.33538,-0.59856,0.47992,-0.64282
07,0.07701,-0.68073,0.37025,-0.81625,0.05039,-0.15427,0.36003,0.34413,0.39137,-0.03896,0.32712,0.10419,-0.07547,0.38057,0.27726,-0.40448,-0.28489,-0.79169,-0.50553,0.13014,0.35561,-0.37642,-0.0408,0.03657,-0.24155,-0.4741,0.3742,0.15607,0.28718,0.12754,0.1425,-0.37305,0.08462,0.15801,0.3638,6.7e-4,0.37061,-0.03851,0.32278,-0.55642,0.32402,-0.11837,0.37542,0.06818,-0.15361,-0.00733,0.42386,-0.26008,-0.0076,-0.15007,0.349,-0.59345,0.41743,0.37173,0.57143,0.10579,0.41355,-0.43065,0.32088,-0.29745,0.53148,0.1157,0.3591,0.1775,0.46044,-0.75384,-0.3562,-0.91926,-0.49449,-0.06404,0.29404,-0.10049,-0.28399,-0.56546,0.28727,0.48468,0.06425,-0.80371,0.28544,0.11144,0.02218,-0.74895,0.23977,-0.56634,0.25044,-0.42648,0.4026,-0.2271,0.28654,0.21712,0.05364,-0.8586,0.31212,-0.2879,0.20705,-0.33213,0.50474,0.10335,0.04464,0.18691,-0.39277,-0.6455,0.2334,0.1481,0.58418,0.27633,-0.07184,-0.4217,-0.44389,-0.78753,0.28193,-0.45703,-0.17532,-0.06988,0.30663,-0.09399,0.31394,-0.29183,0.02269,-0.19677,-0.01152,-0.72136,0.34316,0.01431,0.24461,-0.07898,0.08804,-0.35694,-0.05281,0.24437999999999999,0.13183,-0.22004,-0.40952,0.0058,-0.27016,-0.52864,0.44897,0.03195,0.23536,-0.68437,0.36264,-0.29653,0.57449,0.13466,0.32338,0.45882,0.35333,-0.55315,0.02285,0.41211,0.51163,0.05034,0.21282,0.0449,0.60208,0.17925,0.02833,-0.30236,-0.14031,0.19877,0.03011,-0.1119,0.57682,-0.34088,0.0559,-0.6319,0.26005,-0.50209,0.36899,-0.05567,0.44718,-0.52204,0.34801,-0.08553,-0.03722,-0.45649,-0.30842,-0.14232,-0.15846,0.18857,0.44023,0.18216,0.25831,-0.48945,-0.30335,-0.32865,0.06764,0.45898,-0.26835,-0.19447,0.06069,-0.37791,0.51061,-0.7376,0.24862,-0.00593,-0.09923,-0.31629,0.13741,-0.18407,0.35647,0.10425,0.19922,0.16901,0.06356,0.05966,0.02038,-0.60819,-0.25846,-0.21939,0.20576,0.03109,0.60015,-0.33285,0.21582,-0.11058,0.15288,0.17172,0.36372,-0.22652,0.36776,-0.23357,-0.049,-0.04447,0.51204,0.1413,0.39875,-0.109,0.48306,-0.29626,-0.08845,-0.43477,0.09268,-0.07521,0.2756,-0.12548,0.45013,-0.1347,0.34154,-0.16248,0.45085,0.13061,0.40868,0.31,-0.47098,-0.50534
08,0.38918,-0.09578,-0.15479,2.40545,-0.20227,-0.64677,0.30209,-0.14672,-0.12383,1.03815,-0.53439,-0.69493,0.01655,2.14878,0.19378,1.41875,-0.49379,-0.74543,0.4132,0.39781,-0.65346,-0.63115,1.84287,0.04134,-0.41147,-0.72653,-0.4068,0.11799,-0.35681,1.45939,1.1618,-0.10675,-0.20308,-0.28799,0.54384,-0.72166,-0.34853,-0.49072,-0.71497,-0.85954,0.09036,-0.63128,-0.72985,-0.09441,-0.75465,-0.91973,-0.68607,0.57344,0.70691,-0.76825,1.89039,-0.89723,0.48399,1.057,-0.73952,-0.53878,1.2577,-0.78989,0.35999,-0.73578,1.10984,-0.89067,1.9117,-0.32867,-0.39565,-0.45525,-0.26064,-0.84644,-0.49841,0.28951,-0.13449,-0.12896,-0.58432,-0.76468,-0.64146,-0.66092,-0.48895,-0.02484,1.22169,0.70839,-0.53228,-0.21962,0.81918,-0.20754,-0.6118,-0.76321,0.96425,-0.35472,-0.05875,-0.39003,0.33028,0.12124,0.2077,-0.35394,-0.48295,-0.41171,-0.61191,0.15255,0.58256,-0.53755,0.75889,-0.27259,-0.79919,-0.89361,1.00306,1.00138,-0.33649,0.04138,-0.42589,-0.49782,-0.47381,-0.80897,-0.06176,-0.58168,0.10678,-0.69084,0.51585,0.57673,-0.31911,-0.28679,-0.32531,-0.5606,-0.66409,-0.34445,1.15208,-0.63388,-0.6987,-0.63903,-0.50608,-0.03929,-0.73626,-0.48926,-0.5642,-0.7274,-0.18004,-0.5951,-0.66574,-0.36005,-0.52309,-0.63915,-0.63442,-0.36119,-0.02108,0.82777,1.7969,-0.56843,-0.22955,-0.91551,-0.82204,-0.68935,-0.14101,-0.52785,-0.52229,0.45615,-0.02546,0.69074,-0.59778,0.18808,0.7655,0.89972,0.1177,-0.51688,-0.29167,-0.2445,-0.47137,-0.69375,1.1413,-0.35479,0.54973,-0.3578,-0.24689,-0.7608,0.81697,-0.24749,0.44572,-0.20246,-0.43047,-0.49785,-0.59072,-0.3376,1.11626,-0.60199,2.44772,-0.66359,1.80539,0.21628,0.12042,-0.32476,-0.30207,0.75612,-0.47628,-0.05337,1.89689,-0.29582,1.54876,-0.30105,1.26695,-0.1747,0.9394,0.18864,1.20952,3.40431,0.49014,-0.31582,0.09824,-0.61322,-0.46699,-0.52082,0.13618,-0.01487,-0.45664,-0.30313,0.04937,-0.23118,1.03709,-0.19363,2.27621,-0.23135,-0.51652,-0.35446,1.45094,-0.6209,0.67409,0.76593,1.80278,-0.12529,-0.34073,-0.0402,0.32613,-0.52262,0.0077,-0.339,-0.43922,0.49708,0.79829,0.48204,-0.49938,-0.84408,0.66,-0.36218,-0.04859,0.9043,-0.37446,-0.40121,1.3576,-0.61747
